month,division,line,day_type,num_on_time_trips,num_sched_trips,terminal_on_time_performance
2024-05,A DIVISION,4,2,1743,2388,0.729899497
2024-05,A DIVISION,5,2,1379,1626,0.848093481
2024-05,A DIVISION,5,1,5934,7138,0.831325301
2024-05,A DIVISION,6,1,9272,12221,0.758694051
2024-05,A DIVISION,6,2,2112,2776,0.760806916
2024-05,A DIVISION,7,1,12774,14100,0.905957447
2024-05,A DIVISION,7,2,3074,3206,0.958827199
2024-05,B DIVISION,A,2,2647,3283,0.806274749
2024-05,B DIVISION,A,1,6196,8271,0.749123443
2024-05,B DIVISION,B,1,3085,4312,0.715445269
2024-05,B DIVISION,C,1,3577,4886,0.732091691
2024-05,B DIVISION,C,2,940,1398,0.672389127
2024-05,B DIVISION,D,2,1427,1944,0.734053498
2024-05,B DIVISION,D,1,4234,6032,0.701923077
2024-05,B DIVISION,E,2,1634,1884,0.867303609
2024-05,B DIVISION,E,1,7298,9015,0.809539656
2024-05,B DIVISION,F,2,1424,1878,0.758253461
2024-05,B DIVISION,F,1,6533,8632,0.756835032
2024-05,B DIVISION,G,2,2165,2256,0.959663121
2024-05,B DIVISION,G,1,6277,7206,0.871079656
2024-05,B DIVISION,JZ,1,4897,6140,0.797557003
2024-05,B DIVISION,JZ,2,1884,2122,0.887841659
2024-05,B DIVISION,L,1,11291,12400,0.910564516
2024-05,B DIVISION,L,2,2716,2834,0.958362738
2024-05,B DIVISION,M,2,2164,2310,0.936796537
2024-05,B DIVISION,M,1,4775,5940,0.803872054
2024-05,B DIVISION,N,1,7576,10379,0.729935447
2024-05,B DIVISION,N,2,1202,1944,0.618312757
2024-05,B DIVISION,Q,2,1994,2328,0.85652921
2024-05,B DIVISION,Q,1,5787,6928,0.835306005
2024-05,B DIVISION,R,1,5014,6642,0.754893104
2024-05,B DIVISION,R,2,1665,1940,0.858247423
2024-05,A DIVISION,S 42nd,2,3040,3042,0.999342538
2024-05,A DIVISION,S 42nd,1,11493,11508,0.998696559
2024-05,B DIVISION,S Fkln,1,5173,5192,0.996340524
2024-05,B DIVISION,S Fkln,2,1888,1894,0.996832101
2024-05,B DIVISION,S Rock,1,3509,3662,0.958219552
2024-05,B DIVISION,S Rock,2,748,772,0.968911917
2024-05,Systemwide,Systemwide,1,150939,182650,0.826383794
2024-05,Systemwide,Systemwide,2,41317,48489,0.852090165
2024-04,A DIVISION,1,2,2104,2432,0.865131579
2024-04,A DIVISION,1,1,7741,10122,0.764769808
2024-04,A DIVISION,2,1,5232,7305,0.716221766
2024-04,A DIVISION,2,2,1534,2220,0.690990991
2024-04,A DIVISION,3,2,961,1254,0.766347687
2024-04,A DIVISION,3,1,5235,6444,0.812383613
2024-04,A DIVISION,4,2,1687,2136,0.789794007
2024-04,A DIVISION,4,1,6621,8165,0.810900184
2024-04,A DIVISION,5,1,5232,6721,0.778455587
2024-04,A DIVISION,5,2,1298,1540,0.842857143
2024-04,A DIVISION,6,1,9514,12267,0.775576751
2024-04,A DIVISION,6,2,1966,2550,0.770980392
2024-04,A DIVISION,7,2,3074,3334,0.922015597
2024-04,A DIVISION,7,1,12660,14143,0.895142473
2024-04,B DIVISION,A,1,6287,8288,0.758566602
2024-04,B DIVISION,A,2,1900,2388,0.795644891
2024-04,B DIVISION,B,1,3064,4312,0.710575139
2024-04,B DIVISION,C,1,3511,4884,0.718877969
2024-04,B DIVISION,C,2,734,1248,0.588141026
2024-04,B DIVISION,D,2,1299,1726,0.752607184
2024-04,B DIVISION,D,1,4419,6026,0.73332227
2024-04,B DIVISION,E,2,1540,1818,0.847084708
2024-04,B DIVISION,E,1,6743,8989,0.750139059
2024-04,B DIVISION,F,2,1305,1672,0.780502392
2024-04,B DIVISION,F,1,5955,8631,0.689954814
2024-04,B DIVISION,G,2,1891,2068,0.914410058
2024-04,B DIVISION,G,1,6170,6992,0.882437071
2024-04,B DIVISION,JZ,2,1626,1948,0.834702259
2024-04,B DIVISION,JZ,1,5121,6139,0.834174947
2024-04,B DIVISION,L,2,2373,2502,0.948441247
2024-04,B DIVISION,L,1,10632,12027,0.884010975
2024-04,B DIVISION,M,2,1739,1954,0.889969294
2024-04,B DIVISION,M,1,4614,5941,0.77663693
2024-04,B DIVISION,N,2,1459,2014,0.724428997
2024-04,B DIVISION,N,1,8202,10397,0.788881408
2024-04,B DIVISION,Q,1,5581,6918,0.806736051
2024-04,B DIVISION,Q,2,1612,2012,0.801192843
2024-04,B DIVISION,R,1,4853,6660,0.728678679
2024-04,B DIVISION,R,2,1396,1864,0.748927039
2024-04,A DIVISION,S 42nd,1,11626,11638,0.998968895
2024-04,A DIVISION,S 42nd,2,2979,3004,0.991677763
2024-04,B DIVISION,S Fkln,1,5094,5192,0.981124807
2024-04,B DIVISION,S Fkln,2,1688,1696,0.995283019
2024-04,B DIVISION,S Rock,2,1235,1252,0.986421725
2024-04,B DIVISION,S Rock,1,3589,3696,0.971049784
2024-04,Systemwide,Systemwide,2,37400,44632,0.837963793
2024-04,Systemwide,Systemwide,1,147696,181897,0.811976008
2024-03,A DIVISION,1,1,7600,9602,0.79150177
2024-03,A DIVISION,1,2,2627,2914,0.901509952
2024-03,A DIVISION,2,1,5035,7071,0.712063357
2024-03,A DIVISION,2,2,1182,2110,0.560189573
2024-03,A DIVISION,3,2,1407,2084,0.675143954
2024-03,A DIVISION,3,1,5339,6254,0.853693636
2024-03,A DIVISION,4,1,6206,7766,0.799124388
2024-03,A DIVISION,4,2,2076,2662,0.779864763
2024-03,A DIVISION,5,2,1765,1959,0.900969883
2024-03,A DIVISION,5,1,5386,6893,0.781372407
2024-03,A DIVISION,6,2,2446,3202,0.763897564
2024-03,A DIVISION,6,1,7914,11668,0.678265341
2024-03,A DIVISION,7,2,3305,3448,0.958526682
2024-03,A DIVISION,7,1,12745,13486,0.94505413
2024-03,B DIVISION,A,1,5634,7896,0.713525836
2024-03,B DIVISION,A,2,2089,2787,0.749551489
2024-03,B DIVISION,B,1,2715,4026,0.674366617
2024-03,B DIVISION,C,1,3094,4662,0.663663664
2024-03,B DIVISION,C,2,953,1560,0.610897436
2024-03,B DIVISION,D,2,1593,2142,0.743697479
2024-03,B DIVISION,D,1,4073,5767,0.706259754
2024-03,B DIVISION,E,2,1995,2370,0.841772152
2024-03,B DIVISION,E,1,5871,8402,0.698762199
2024-03,B DIVISION,F,2,2494,2996,0.832443258
2024-03,B DIVISION,F,1,7480,10470,0.714422159
2024-03,B DIVISION,G,2,2337,2524,0.925911252
2024-03,B DIVISION,G,1,5462,6571,0.831228124
2024-03,B DIVISION,JZ,2,2159,2454,0.879788101
2024-03,B DIVISION,JZ,1,4983,5864,0.849761255
2024-03,B DIVISION,L,2,3547,3682,0.963335144
2024-03,B DIVISION,L,1,10614,11444,0.927472912
2024-03,B DIVISION,M,2,2323,2450,0.948163265
2024-03,B DIVISION,M,1,5103,5398,0.94535013
2024-03,B DIVISION,N,2,2289,2984,0.767091153
2024-03,B DIVISION,N,1,7446,9947,0.748567407
2024-03,B DIVISION,Q,2,3046,3370,0.903857567
2024-03,B DIVISION,Q,1,5091,6957,0.73178094
2024-03,B DIVISION,R,2,2065,2434,0.848397699
2024-03,B DIVISION,R,1,5213,6401,0.814403999
2024-03,A DIVISION,S 42nd,2,3657,3674,0.995372891
2024-03,A DIVISION,S 42nd,1,11517,11526,0.999219157
2024-03,B DIVISION,S Fkln,1,4892,4904,0.997553018
2024-03,B DIVISION,S Fkln,2,2102,2114,0.994323557
2024-03,B DIVISION,S Rock,1,3402,3528,0.964285714
2024-03,B DIVISION,S Rock,2,1528,1555,0.982636656
2024-03,Systemwide,Systemwide,2,48985,57475,0.852283602
2024-03,Systemwide,Systemwide,1,142815,176503,0.809136389
2024-02,A DIVISION,1,1,7353,9176,0.801329555
2024-02,A DIVISION,1,2,2645,3492,0.75744559
2024-02,A DIVISION,2,1,4675,6534,0.715488215
2024-02,A DIVISION,2,2,653,2106,0.310066477
2024-02,A DIVISION,3,1,5044,5952,0.847446237
2024-02,A DIVISION,3,2,648,1050,0.617142857
2024-02,A DIVISION,4,1,6032,7451,0.809555764
2024-02,A DIVISION,4,2,1800,2844,0.632911392
2024-02,A DIVISION,5,1,5190,6540,0.793577982
2024-02,A DIVISION,5,2,1437,1764,0.81462585
2024-02,A DIVISION,6,1,8448,11420,0.739754816
2024-02,A DIVISION,6,2,2175,2900,0.75
2024-02,A DIVISION,7,1,11934,12840,0.929439252
2024-02,A DIVISION,7,2,2870,3154,0.909955612
2024-02,B DIVISION,A,2,1575,2530,0.622529644
2024-02,B DIVISION,A,1,5673,7478,0.758625301
2024-02,B DIVISION,B,1,2584,3744,0.69017094
2024-02,B DIVISION,C,1,3228,4440,0.727027027
2024-02,B DIVISION,C,2,691,1410,0.490070922
2024-02,B DIVISION,D,2,1312,1944,0.674897119
2024-02,B DIVISION,D,1,3811,5494,0.693665817
2024-02,B DIVISION,E,2,1225,1896,0.646097046
2024-02,B DIVISION,E,1,5330,7998,0.666416604
2024-02,B DIVISION,F,2,1186,1896,0.625527426
2024-02,B DIVISION,F,1,4281,7806,0.548424289
2024-02,B DIVISION,G,2,2785,2908,0.957702889
2024-02,B DIVISION,G,1,5153,6084,0.846975674
2024-02,B DIVISION,JZ,2,2033,2228,0.912477558
2024-02,B DIVISION,JZ,1,4718,5583,0.845065377
2024-02,B DIVISION,L,1,10085,10911,0.924296581
2024-02,B DIVISION,L,2,3570,3928,0.90885947
2024-02,B DIVISION,M,2,2227,2286,0.974190726
2024-02,B DIVISION,M,1,4745,5130,0.924951267
2024-02,B DIVISION,N,1,6705,9424,0.711481324
2024-02,B DIVISION,N,2,1217,1944,0.626028807
2024-02,B DIVISION,Q,1,5019,6491,0.773224465
2024-02,B DIVISION,Q,2,1736,2259,0.768481629
2024-02,B DIVISION,R,1,4635,6099,0.759960649
2024-02,B DIVISION,R,2,1476,1940,0.760824742
2024-02,A DIVISION,S 42nd,2,3091,3096,0.998385013
2024-02,A DIVISION,S 42nd,1,10406,10424,0.998273216
2024-02,B DIVISION,S Fkln,1,4676,4680,0.999145299
2024-02,B DIVISION,S Fkln,2,1902,1922,0.989594173
2024-02,B DIVISION,S Rock,1,3281,3361,0.97619756
2024-02,B DIVISION,S Rock,2,1368,1421,0.962702322
2024-02,Systemwide,Systemwide,1,133006,165060,0.80580395
2024-02,Systemwide,Systemwide,2,39622,50918,0.778153109
2024-01,A DIVISION,1,1,7031,9664,0.72754553
2024-01,A DIVISION,1,2,2042,2396,0.852253756
2024-01,A DIVISION,2,1,4872,6958,0.700201207
2024-01,A DIVISION,2,2,1047,1760,0.594886364
2024-01,A DIVISION,3,1,5087,6269,0.811453182
2024-01,A DIVISION,3,2,1146,1660,0.690361446
2024-01,A DIVISION,4,1,6388,8171,0.781789255
2024-01,A DIVISION,4,2,2245,2817,0.796947107
2024-01,A DIVISION,5,2,1215,1375,0.883636364
2024-01,A DIVISION,5,1,5539,7222,0.76696206
2024-01,A DIVISION,6,1,9378,12267,0.764490095
2024-01,A DIVISION,6,2,2652,3300,0.803636364
2024-01,A DIVISION,7,1,12168,14132,0.861024625
2024-01,A DIVISION,7,2,2714,2814,0.964463397
2024-01,B DIVISION,A,1,6188,8396,0.737017627
2024-01,B DIVISION,A,2,1765,2519,0.700674871
2024-01,B DIVISION,B,1,2928,4312,0.67903525
2024-01,B DIVISION,C,1,3482,4884,0.712940213
2024-01,B DIVISION,C,2,952,1416,0.672316384
2024-01,B DIVISION,D,2,1501,1947,0.770929635
2024-01,B DIVISION,D,1,4178,6044,0.691264064
2024-01,B DIVISION,E,2,2051,2428,0.844728171
2024-01,B DIVISION,E,1,6279,8804,0.713198546
2024-01,B DIVISION,F,2,1526,1874,0.814300961
