Month,Agency,Police Force,Felony Type,Felony Count,Crimes per Million Riders
01/01/2022,LIRR,MTAPD,Robbery,1,0.36
01/01/2022,LIRR,MTAPD,Grand Larceny,3,1.09
01/01/2022,LIRR,MTAPD,Grand Larceny Auto,0,0
01/01/2022,NYCT,NYPD,Burglary,1,0.01
01/01/2022,NYCT,NYPD,Felony Assault,45,0.52
01/01/2022,NYCT,NYPD,Murder,1,0.01
01/01/2022,NYCT,NYPD,Rape,1,0.01
01/01/2022,NYCT,NYPD,Robbery,57,0.66
01/01/2022,NYCT,NYPD,Grand Larceny,93,1.07
01/01/2022,SIR,MTAPD,Burglary,0,0
01/01/2022,SIR,MTAPD,Felony Assault,0,0
01/01/2022,SIR,MTAPD,Murder,0,0
01/01/2022,SIR,MTAPD,Rape,0,0
01/01/2022,SIR,MTAPD,Robbery,0,0
01/01/2022,SIR,MTAPD,Grand Larceny,0,0
01/01/2022,SIR,MTAPD,Grand Larceny Auto,0,0
02/01/2022,MNR,MTAPD,Burglary,3,1.07
02/01/2022,MNR,MTAPD,Felony Assault,1,0.36
02/01/2022,MNR,MTAPD,Murder,0,0
02/01/2022,MNR,MTAPD,Rape,0,0
02/01/2022,MNR,MTAPD,Robbery,2,0.72
02/01/2022,MNR,MTAPD,Grand Larceny,7,2.51
02/01/2022,MNR,MTAPD,Grand Larceny Auto,0,0
02/01/2022,LIRR,MTAPD,Burglary,0,0
02/01/2022,LIRR,MTAPD,Felony Assault,1,0.31
02/01/2022,LIRR,MTAPD,Murder,1,0.31
02/01/2022,LIRR,MTAPD,Rape,0,0
02/01/2022,LIRR,MTAPD,Robbery,2,0.63
02/01/2022,LIRR,MTAPD,Grand Larceny,5,1.57
02/01/2022,LIRR,MTAPD,Grand Larceny Auto,0,0
02/01/2022,NYCT,NYPD,Burglary,1,0.01
02/01/2022,NYCT,NYPD,Felony Assault,41,0.43
02/01/2022,NYCT,NYPD,Murder,0,0
02/01/2022,NYCT,NYPD,Rape,1,0.01
02/01/2022,NYCT,NYPD,Robbery,52,0.55
02/01/2022,NYCT,NYPD,Grand Larceny,87,0.92
02/01/2022,SIR,MTAPD,Burglary,0,0
02/01/2022,SIR,MTAPD,Felony Assault,0,0
02/01/2022,SIR,MTAPD,Murder,0,0
02/01/2022,SIR,MTAPD,Rape,0,0
02/01/2022,SIR,MTAPD,Robbery,0,0
02/01/2022,SIR,MTAPD,Grand Larceny,1,6.88
02/01/2022,SIR,MTAPD,Grand Larceny Auto,0,0
03/01/2022,MNR,MTAPD,Burglary,1,0.25
03/01/2022,MNR,MTAPD,Felony Assault,1,0.25
03/01/2022,MNR,MTAPD,Murder,0,0
03/01/2022,MNR,MTAPD,Rape,0,0
03/01/2022,MNR,MTAPD,Robbery,1,0.25
03/01/2022,MNR,MTAPD,Grand Larceny,5,1.26
03/01/2022,MNR,MTAPD,Grand Larceny Auto,0,0
03/01/2022,LIRR,MTAPD,Burglary,0,0
03/01/2022,LIRR,MTAPD,Felony Assault,4,0.92
03/01/2022,LIRR,MTAPD,Murder,0,0
03/01/2022,LIRR,MTAPD,Rape,0,0
03/01/2022,LIRR,MTAPD,Robbery,2,0.46
03/01/2022,LIRR,MTAPD,Grand Larceny,2,0.46
03/01/2022,LIRR,MTAPD,Grand Larceny Auto,0,0
03/01/2022,NYCT,NYPD,Burglary,0,0
03/01/2022,NYCT,NYPD,Felony Assault,62,0.53
03/01/2022,NYCT,NYPD,Murder,0,0
03/01/2022,NYCT,NYPD,Rape,1,0.01
03/01/2022,NYCT,NYPD,Robbery,42,0.36
03/01/2022,NYCT,NYPD,Grand Larceny,75,0.64
03/01/2022,SIR,MTAPD,Burglary,0,0
03/01/2022,SIR,MTAPD,Felony Assault,0,0
03/01/2022,SIR,MTAPD,Murder,0,0
03/01/2022,SIR,MTAPD,Rape,0,0
03/01/2022,SIR,MTAPD,Robbery,3,15.42
03/01/2022,SIR,MTAPD,Grand Larceny,0,0
03/01/2022,SIR,MTAPD,Grand Larceny Auto,0,0
04/01/2022,MNR,MTAPD,Burglary,0,0
04/01/2022,MNR,MTAPD,Felony Assault,6,1.52
04/01/2022,MNR,MTAPD,Murder,0,0
04/01/2022,MNR,MTAPD,Rape,0,0
04/01/2022,MNR,MTAPD,Robbery,0,0
04/01/2022,MNR,MTAPD,Grand Larceny,3,0.76
04/01/2022,MNR,MTAPD,Grand Larceny Auto,0,0
04/01/2022,LIRR,MTAPD,Burglary,1,0.24
04/01/2022,LIRR,MTAPD,Felony Assault,1,0.24
04/01/2022,LIRR,MTAPD,Murder,0,0
04/01/2022,LIRR,MTAPD,Rape,0,0
04/01/2022,LIRR,MTAPD,Robbery,1,0.24
04/01/2022,LIRR,MTAPD,Grand Larceny,6,1.44
04/01/2022,LIRR,MTAPD,Grand Larceny Auto,0,0
04/01/2022,NYCT,NYPD,Burglary,1,0.01
04/01/2022,NYCT,NYPD,Felony Assault,49,0.44
04/01/2022,NYCT,NYPD,Murder,1,0.01
04/01/2022,NYCT,NYPD,Rape,1,0.01
04/01/2022,NYCT,NYPD,Robbery,47,0.42
04/01/2022,NYCT,NYPD,Grand Larceny,77,0.68
04/01/2022,SIR,MTAPD,Burglary,0,0
04/01/2022,SIR,MTAPD,Felony Assault,0,0
04/01/2022,SIR,MTAPD,Murder,0,0
04/01/2022,SIR,MTAPD,Rape,0,0
04/01/2022,SIR,MTAPD,Robbery,0,0
04/01/2022,SIR,MTAPD,Grand Larceny,1,6.22
04/01/2022,SIR,MTAPD,Grand Larceny Auto,0,0
05/01/2022,MNR,MTAPD,Burglary,0,0
05/01/2022,MNR,MTAPD,Felony Assault,1,0.24
05/01/2022,MNR,MTAPD,Murder,0,0
05/01/2022,MNR,MTAPD,Rape,0,0
05/01/2022,MNR,MTAPD,Robbery,0,0
05/01/2022,MNR,MTAPD,Grand Larceny,4,0.97
05/01/2022,MNR,MTAPD,Grand Larceny Auto,0,0
05/01/2022,LIRR,MTAPD,Burglary,1,0.22
05/01/2022,LIRR,MTAPD,Felony Assault,5,1.12
05/01/2022,LIRR,MTAPD,Murder,0,0
05/01/2022,LIRR,MTAPD,Rape,0,0
05/01/2022,LIRR,MTAPD,Robbery,2,0.45
05/01/2022,LIRR,MTAPD,Grand Larceny,4,0.9
05/01/2022,LIRR,MTAPD,Grand Larceny Auto,0,0
05/01/2022,NYCT,NYPD,Burglary,0,0
05/01/2022,NYCT,NYPD,Felony Assault,55,0.47
05/01/2022,NYCT,NYPD,Murder,1,0.01
05/01/2022,NYCT,NYPD,Rape,1,0.01
05/01/2022,NYCT,NYPD,Robbery,54,0.46
05/01/2022,NYCT,NYPD,Grand Larceny,108,0.91
05/01/2022,SIR,MTAPD,Burglary,0,0
05/01/2022,SIR,MTAPD,Felony Assault,0,0
05/01/2022,SIR,MTAPD,Murder,0,0
05/01/2022,SIR,MTAPD,Rape,0,0
05/01/2022,SIR,MTAPD,Robbery,0,0
05/01/2022,SIR,MTAPD,Grand Larceny,0,0
05/01/2022,SIR,MTAPD,Grand Larceny Auto,0,0
06/01/2022,MNR,MTAPD,Burglary,0,0
06/01/2022,MNR,MTAPD,Felony Assault,2,0.45
06/01/2022,MNR,MTAPD,Murder,0,0
06/01/2022,MNR,MTAPD,Rape,0,0
06/01/2022,MNR,MTAPD,Robbery,1,0.22
06/01/2022,MNR,MTAPD,Grand Larceny,6,1.35
06/01/2022,MNR,MTAPD,Grand Larceny Auto,0,0
06/01/2022,LIRR,MTAPD,Burglary,2,0.41
06/01/2022,LIRR,MTAPD,Felony Assault,0,0
06/01/2022,LIRR,MTAPD,Murder,0,0
06/01/2022,LIRR,MTAPD,Rape,0,0
06/01/2022,LIRR,MTAPD,Robbery,3,0.62
06/01/2022,LIRR,MTAPD,Grand Larceny,4,0.83
06/01/2022,LIRR,MTAPD,Grand Larceny Auto,0,0
06/01/2022,NYCT,NYPD,Burglary,0,0
06/01/2022,NYCT,NYPD,Felony Assault,35,0.3
06/01/2022,NYCT,NYPD,Murder,0,0
06/01/2022,NYCT,NYPD,Rape,1,0.01
06/01/2022,NYCT,NYPD,Robbery,49,0.42
06/01/2022,NYCT,NYPD,Grand Larceny,77,0.65
06/01/2022,SIR,MTAPD,Burglary,0,0
06/01/2022,SIR,MTAPD,Felony Assault,0,0
06/01/2022,SIR,MTAPD,Murder,0,0
06/01/2022,SIR,MTAPD,Rape,0,0
06/01/2022,SIR,MTAPD,Robbery,0,0
06/01/2022,SIR,MTAPD,Grand Larceny,0,0
06/01/2022,SIR,MTAPD,Grand Larceny Auto,0,0
07/01/2022,MNR,MTAPD,Burglary,0,0
07/01/2022,MNR,MTAPD,Felony Assault,3,0.73
07/01/2022,MNR,MTAPD,Murder,0,0
07/01/2022,MNR,MTAPD,Rape,0,0
07/01/2022,MNR,MTAPD,Robbery,2,0.48
07/01/2022,MNR,MTAPD,Grand Larceny,6,1.45
07/01/2022,MNR,MTAPD,Grand Larceny Auto,0,0
07/01/2022,LIRR,MTAPD,Burglary,2,0.44
07/01/2022,LIRR,MTAPD,Felony Assault,3,0.66
07/01/2022,LIRR,MTAPD,Murder,0,0
07/01/2022,LIRR,MTAPD,Rape,0,0
07/01/2022,LIRR,MTAPD,Robbery,2,0.44
07/01/2022,LIRR,MTAPD,Grand Larceny,6,1.33
07/01/2022,LIRR,MTAPD,Grand Larceny Auto,0,0
07/01/2022,NYCT,NYPD,Burglary,0,0
07/01/2022,NYCT,NYPD,Felony Assault,39,0.36
07/01/2022,NYCT,NYPD,Murder,1,0.01
07/01/2022,NYCT,NYPD,Rape,2,0.02
07/01/2022,NYCT,NYPD,Robbery,44,0.4
07/01/2022,NYCT,NYPD,Grand Larceny,107,0.98
07/01/2022,SIR,MTAPD,Burglary,0,0
07/01/2022,SIR,MTAPD,Felony Assault,0,0
07/01/2022,SIR,MTAPD,Murder,0,0
07/01/2022,SIR,MTAPD,Rape,0,0
07/01/2022,SIR,MTAPD,Robbery,0,0
07/01/2022,SIR,MTAPD,Grand Larceny,0,0
07/01/2022,SIR,MTAPD,Grand Larceny Auto,0,0
08/01/2022,MNR,MTAPD,Burglary,1,0.23
08/01/2022,MNR,MTAPD,Felony Assault,2,0.47
08/01/2022,MNR,MTAPD,Murder,0,0
08/01/2022,MNR,MTAPD,Rape,0,0
08/01/2022,MNR,MTAPD,Robbery,2,0.47
08/01/2022,MNR,MTAPD,Grand Larceny,5,1.17
08/01/2022,MNR,MTAPD,Grand Larceny Auto,0,0
08/01/2022,LIRR,MTAPD,Burglary,1,0.21
08/01/2022,LIRR,MTAPD,Felony Assault,1,0.21
08/01/2022,LIRR,MTAPD,Murder,0,0
08/01/2022,LIRR,MTAPD,Rape,0,0
08/01/2022,LIRR,MTAPD,Robbery,1,0.21
08/01/2022,LIRR,MTAPD,Grand Larceny,8,1.68
08/01/2022,LIRR,MTAPD,Grand Larceny Auto,0,0
08/01/2022,NYCT,NYPD,Burglary,0,0
08/01/2022,NYCT,NYPD,Felony Assault,40,0.36
08/01/2022,NYCT,NYPD,Murder,0,0
08/01/2022,NYCT,NYPD,Rape,0,0
08/01/2022,NYCT,NYPD,Robbery,48,0.43
08/01/2022,NYCT,NYPD,Grand Larceny,90,0.8
08/01/2022,SIR,MTAPD,Burglary,0,0
08/01/2022,SIR,MTAPD,Felony Assault,0,0
08/01/2022,SIR,MTAPD,Murder,0,0
08/01/2022,SIR,MTAPD,Rape,0,0
08/01/2022,SIR,MTAPD,Robbery,1,6.85
08/01/2022,SIR,MTAPD,Grand Larceny,0,0
08/01/2022,SIR,MTAPD,Grand Larceny Auto,0,0
09/01/2022,MNR,MTAPD,Burglary,0,0
09/01/2022,MNR,MTAPD,Felony Assault,2,0.43
09/01/2022,MNR,MTAPD,Murder,0,0
09/01/2022,MNR,MTAPD,Rape,0,0
09/01/2022,MNR,MTAPD,Robbery,0,0
09/01/2022,MNR,MTAPD,Grand Larceny,4,0.85
09/01/2022,MNR,MTAPD,Grand Larceny Auto,1,0.21
09/01/2022,LIRR,MTAPD,Burglary,0,0
09/01/2022,LIRR,MTAPD,Felony Assault,2,0.4
09/01/2022,LIRR,MTAPD,Murder,0,0
09/01/2022,LIRR,MTAPD,Rape,0,0
09/01/2022,LIRR,MTAPD,Robbery,1,0.2
09/01/2022,LIRR,MTAPD,Grand Larceny,6,1.2
09/01/2022,LIRR,MTAPD,Grand Larceny Auto,0,0
09/01/2022,NYCT,NYPD,Burglary,1,0.01
09/01/2022,NYCT,NYPD,Felony Assault,36,0.3
09/01/2022,NYCT,NYPD,Murder,1,0.01
09/01/2022,NYCT,NYPD,Rape,1,0.01
09/01/2022,NYCT,NYPD,Robbery,54,0.44
09/01/2022,NYCT,NYPD,Grand Larceny,105,0.86
09/01/2022,SIR,MTAPD,Burglary,0,0
09/01/2022,SIR,MTAPD,Felony Assault,0,0
09/01/2022,SIR,MTAPD,Murder,0,0
09/01/2022,SIR,MTAPD,Rape,0,0
09/01/2022,SIR,MTAPD,Robbery,0,0
09/01/2022,SIR,MTAPD,Grand Larceny,0,0
09/01/2022,SIR,MTAPD,Grand Larceny Auto,0,0
10/01/2022,MNR,MTAPD,Burglary,0,0
10/01/2022,MNR,MTAPD,Felony Assault,1,0.21
10/01/2022,MNR,MTAPD,Murder,0,0
10/01/2022,MNR,MTAPD,Rape,0,0
10/01/2022,MNR,MTAPD,Robbery,3,0.62
10/01/2022,MNR,MTAPD,Grand Larceny,6,1.24
10/01/2022,MNR,MTAPD,Grand Larceny Auto,2,0.41
10/01/2022,LIRR,MTAPD,Burglary,0,0
10/01/2022,LIRR,MTAPD,Felony Assault,1,0.2
10/01/2022,LIRR,MTAPD,Murder,0,0
10/01/2022,LIRR,MTAPD,Rape,0,0
10/01/2022,LIRR,MTAPD,Robbery,1,0.2
10/01/2022,LIRR,MTAPD,Grand Larceny,8,1.62
10/01/2022,LIRR,MTAPD,Grand Larceny Auto,0,0
10/01/2022,NYCT,NYPD,Burglary,2,0.02
10/01/2022,NYCT,NYPD,Felony Assault,46,0.37
10/01/2022,NYCT,NYPD,Murder,3,0.02
10/01/2022,NYCT,NYPD,Rape,0,0
10/01/2022,NYCT,NYPD,Robbery,51,0.41
10/01/2022,NYCT,NYPD,Grand Larceny,108,0.86
10/01/2022,SIR,MTAPD,Burglary,0,0
10/01/2022,SIR,MTAPD,Felony Assault,2,10.81
10/01/2022,SIR,MTAPD,Murder,0,0
10/01/2022,SIR,MTAPD,Rape,0,0
10/01/2022,SIR,MTAPD,Robbery,0,0
10/01/2022,SIR,MTAPD,Grand Larceny,0,0
10/01/2022,SIR,MTAPD,Grand Larceny Auto,0,0
11/01/2022,MNR,MTAPD,Burglary,1,0.21
11/01/2022,MNR,MTAPD,Felony Assault,0,0
11/01/2022,MNR,MTAPD,Murder,0,0
11/01/2022,MNR,MTAPD,Rape,0,0
11/01/2022,MNR,MTAPD,Robbery,1,0.21
11/01/2022,MNR,MTAPD,Grand Larceny,11,2.36
11/01/2022,MNR,MTAPD,Grand Larceny Auto,0,0
11/01/2022,LIRR,MTAPD,Burglary,1,0.21
11/01/2022,LIRR,MTAPD,Felony Assault,1,0.21
11/01/2022,LIRR,MTAPD,Murder,0,0
11/01/2022,LIRR,MTAPD,Rape,0,0
11/01/2022,LIRR,MTAPD,Robbery,5,1.05
11/01/2022,LIRR,MTAPD,Grand Larceny,7,1.46
11/01/2022,LIRR,MTAPD,Grand Larceny Auto,0,0
11/01/2022,NYCT,NYPD,Burglary,0,0
11/01/2022,NYCT,NYPD,Felony Assault,46,0.38
11/01/2022,NYCT,NYPD,Murder,0,0
11/01/2022,NYCT,NYPD,Rape,2,0.02
11/01/2022,NYCT,NYPD,Robbery,60,0.5
11/01/2022,NYCT,NYPD,Grand Larceny,97,0.81
11/01/2022,SIR,MTAPD,Burglary,0,0
11/01/2022,SIR,MTAPD,Felony Assault,0,0
11/01/2022,SIR,MTAPD,Murder,0,0
11/01/2022,SIR,MTAPD,Rape,0,0
11/01/2022,SIR,MTAPD,Robbery,1,5.32
11/01/2022,SIR,MTAPD,Grand Larceny,0,0
11/01/2022,SIR,MTAPD,Grand Larceny Auto,0,0
12/01/2022,MNR,MTAPD,Burglary,2,0.43
12/01/2022,MNR,MTAPD,Felony Assault,1,0.22
12/01/2022,MNR,MTAPD,Murder,0,0
12/01/2022,MNR,MTAPD,Rape,0,0
12/01/2022,MNR,MTAPD,Robbery,0,0
12/01/2022,MNR,MTAPD,Grand Larceny,1,0.22
12/01/2022,MNR,MTAPD,Grand Larceny Auto,0,0
12/01/2022,LIRR,MTAPD,Burglary,0,0
12/01/2022,LIRR,MTAPD,Felony Assault,3,0.63
12/01/2022,LIRR,MTAPD,Murder,0,0
12/01/2022,LIRR,MTAPD,Rape,0,0
12/01/2022,LIRR,MTAPD,Robbery,2,0.42
12/01/2022,LIRR,MTAPD,Grand Larceny,5,1.05
12/01/2022,LIRR,MTAPD,Grand Larceny Auto,0,0
12/01/2022,NYCT,NYPD,Burglary,0,0
12/01/2022,NYCT,NYPD,Felony Assault,44,0.37
12/01/2022,NYCT,NYPD,Murder,1,0.01
12/01/2022,NYCT,NYPD,Rape,1,0.01
12/01/2022,NYCT,NYPD,Robbery,44,0.37
12/01/2022,NYCT,NYPD,Grand Larceny,108,0.9
12/01/2022,SIR,MTAPD,Burglary,0,0
12/01/2022,SIR,MTAPD,Felony Assault,0,0
12/01/2022,SIR,MTAPD,Murder,0,0
12/01/2022,SIR,MTAPD,Rape,0,0
12/01/2022,SIR,MTAPD,Robbery,0,0
12/01/2022,SIR,MTAPD,Grand Larceny,0,0
12/01/2022,SIR,MTAPD,Grand Larceny Auto,0,0
01/01/2023,MNR,MTAPD,Grand Larceny Auto,0,0
01/01/2023,LIRR,MTAPD,Burglary,1,0.22
01/01/2023,LIRR,MTAPD,Felony Assault,5,1.08
01/01/2023,LIRR,MTAPD,Murder,0,0
01/01/2023,LIRR,MTAPD,Rape,0,0
01/01/2023,LIRR,MTAPD,Robbery,4,0.86
01/01/2023,LIRR,MTAPD,Grand Larceny,7,1.51
01/01/2023,LIRR,MTAPD,Grand Larceny Auto,0,0
01/01/2023,NYCT,NYPD,Burglary,0,0
01/01/2023,NYCT,NYPD,Felony Assault,43,0.37
01/01/2023,NYCT,NYPD,Murder,1,0.01
01/01/2023,NYCT,NYPD,Rape,1,0.01
01/01/2023,NYCT,NYPD,Robbery,46,0.39
01/01/2023,NYCT,NYPD,Grand Larceny,54,0.46
01/01/2023,SIR,MTAPD,Burglary,0,0
01/01/2023,SIR,MTAPD,Felony Assault,1,5.42
01/01/2023,SIR,MTAPD,Murder,0,0
01/01/2023,SIR,MTAPD,Rape,0,0
01/01/2023,SIR,MTAPD,Robbery,0,0
01/01/2023,SIR,MTAPD,Grand Larceny,0,0
01/01/2023,SIR,MTAPD,Grand Larceny Auto,0,0
01/01/2023,MNR,MTAPD,Burglary,1,0.22
01/01/2023,MNR,MTAPD,Felony Assault,4,0.89
01/01/2023,MNR,MTAPD,Murder,0,0
01/01/2023,MNR,MTAPD,Rape,0,0
01/01/2023,MNR,MTAPD,Robbery,0,0
01/01/2023,MNR,MTAPD,Grand Larceny,7,1.56
02/01/2023,MNR,MTAPD,Burglary,0,0
02/01/2023,MNR,MTAPD,Felony Assault,0,0
02/01/2023,MNR,MTAPD,Murder,0,0
02/01/2023,MNR,MTAPD,Rape,0,0
02/01/2023,MNR,MTAPD,Robbery,1,0.25
02/01/2023,MNR,MTAPD,Grand Larceny,11,2.79
02/01/2023,MNR,MTAPD,Grand Larceny Auto,0,0
02/01/2023,LIRR,MTAPD,Burglary,2,0.47
02/01/2023,LIRR,MTAPD,Felony Assault,3,0.7
02/01/2023,LIRR,MTAPD,Murder,0,0
02/01/2023,LIRR,MTAPD,Rape,0,0
02/01/2023,LIRR,MTAPD,Robbery,0,0
02/01/2023,LIRR,MTAPD,Grand Larceny,6,1.4
02/01/2023,LIRR,MTAPD,Grand Larceny Auto,0,0
02/01/2023,NYCT,NYPD,Burglary,1,0.01
02/01/2023,NYCT,NYPD,Felony Assault,36,0.32
02/01/2023,NYCT,NYPD,Murder,0,0
02/01/2023,NYCT,NYPD,Rape,0,0
02/01/2023,NYCT,NYPD,Robbery,41,0.37
02/01/2023,NYCT,NYPD,Grand Larceny,91,0.82
02/01/2023,SIR,MTAPD,Burglary,0,0
02/01/2023,SIR,MTAPD,Felony Assault,0,0
02/01/2023,SIR,MTAPD,Murder,0,0
02/01/2023,SIR,MTAPD,Rape,0,0
02/01/2023,SIR,MTAPD,Robbery,0,0
02/01/2023,SIR,MTAPD,Grand Larceny,0,0
02/01/2023,SIR,MTAPD,Grand Larceny Auto,0,0
03/01/2023,MNR,MTAPD,Burglary,1,0.21
03/01/2023,MNR,MTAPD,Felony Assault,2,0.41
03/01/2023,MNR,MTAPD,Murder,0,0
03/01/2023,MNR,MTAPD,Rape,0,0
03/01/2023,MNR,MTAPD,Robbery,0,0
03/01/2023,MNR,MTAPD,Grand Larceny,8,1.64
03/01/2023,MNR,MTAPD,Grand Larceny Auto,0,0
03/01/2023,LIRR,MTAPD,Burglary,1,0.19
03/01/2023,LIRR,MTAPD,Felony Assault,3,0.57
03/01/2023,LIRR,MTAPD,Murder,0,0
03/01/2023,LIRR,MTAPD,Rape,0,0
03/01/2023,LIRR,MTAPD,Robbery,2,0.38
03/01/2023,LIRR,MTAPD,Grand Larceny,5,0.96
03/01/2023,LIRR,MTAPD,Grand Larceny Auto,0,0
03/01/2023,NYCT,NYPD,Burglary,3,0.02
03/01/2023,NYCT,NYPD,Felony Assault,53,0.4
03/01/2023,NYCT,NYPD,Murder,0,0
03/01/2023,NYCT,NYPD,Rape,0,0
03/01/2023,NYCT,NYPD,Robbery,53,0.4
03/01/2023,NYCT,NYPD,Grand Larceny,104,0.78
03/01/2023,SIR,MTAPD,Burglary,0,0
03/01/2023,SIR,MTAPD,Felony Assault,0,0
03/01/2023,SIR,MTAPD,Murder,0,0
03/01/2023,SIR,MTAPD,Rape,0,0
03/01/2023,SIR,MTAPD,Robbery,0,0
03/01/2023,SIR,MTAPD,Grand Larceny,0,0
03/01/2023,SIR,MTAPD,Grand Larceny Auto,0,0
04/01/2023,MNR,MTAPD,Burglary,0,0
04/01/2023,MNR,MTAPD,Felony Assault,1,0.21
04/01/2023,MNR,MTAPD,Murder,0,0
04/01/2023,MNR,MTAPD,Rape,0,0
04/01/2023,MNR,MTAPD,Robbery,3,0.63
04/01/2023,MNR,MTAPD,Grand Larceny,4,0.84
04/01/2023,MNR,MTAPD,Grand Larceny Auto,2,0.42
04/01/2023,LIRR,MTAPD,Burglary,3,0.6
04/01/2023,LIRR,MTAPD,Felony Assault,2,0.4
04/01/2023,LIRR,MTAPD,Murder,0,0
04/01/2023,LIRR,MTAPD,Rape,0,0
04/01/2023,LIRR,MTAPD,Robbery,4,0.8
04/01/2023,LIRR,MTAPD,Grand Larceny,7,1.4
04/01/2023,LIRR,MTAPD,Grand Larceny Auto,0,0
04/01/2023,NYCT,NYPD,Burglary,0,0
04/01/2023,NYCT,NYPD,Felony Assault,44,0.36
04/01/2023,NYCT,NYPD,Murder,3,0.02
04/01/2023,NYCT,NYPD,Rape,1,0.01
04/01/2023,NYCT,NYPD,Robbery,39,0.32
04/01/2023,NYCT,NYPD,Grand Larceny,80,0.65
04/01/2023,SIR,MTAPD,Burglary,0,0
04/01/2023,SIR,MTAPD,Felony Assault,1,5.81
04/01/2023,SIR,MTAPD,Murder,0,0
04/01/2023,SIR,MTAPD,Rape,0,0
04/01/2023,SIR,MTAPD,Robbery,0,0
04/01/2023,SIR,MTAPD,Grand Larceny,0,0
04/01/2023,SIR,MTAPD,Grand Larceny Auto,0,0
05/01/2023,MNR,MTAPD,Burglary,0,0
05/01/2023,MNR,MTAPD,Felony Assault,2,0.37
05/01/2023,MNR,MTAPD,Murder,0,0
05/01/2023,MNR,MTAPD,Rape,0,0
05/01/2023,MNR,MTAPD,Robbery,0,0
05/01/2023,MNR,MTAPD,Grand Larceny,5,0.93
05/01/2023,MNR,MTAPD,Grand Larceny Auto,2,0.37
05/01/2023,LIRR,MTAPD,Burglary,3,0.53
05/01/2023,LIRR,MTAPD,Felony Assault,6,1.06
05/01/2023,LIRR,MTAPD,Murder,0,0
05/01/2023,LIRR,MTAPD,Rape,1,0.18
05/01/2023,LIRR,MTAPD,Robbery,2,0.35
05/01/2023,LIRR,MTAPD,Grand Larceny,5,0.89
05/01/2023,LIRR,MTAPD,Grand Larceny Auto,0,0
05/01/2023,NYCT,NYPD,Burglary,1,0.01
05/01/2023,NYCT,NYPD,Felony Assault,57,0.42
05/01/2023,NYCT,NYPD,Murder,2,0.01
05/01/2023,NYCT,NYPD,Rape,1,0.01
05/01/2023,NYCT,NYPD,Robbery,38,0.28
05/01/2023,NYCT,NYPD,Grand Larceny,94,0.69
05/01/2023,SIR,MTAPD,Burglary,0,0
05/01/2023,SIR,MTAPD,Felony Assault,1,4.77
05/01/2023,SIR,MTAPD,Murder,0,0
05/01/2023,SIR,MTAPD,Rape,0,0
05/01/2023,SIR,MTAPD,Robbery,1,4.77
05/01/2023,SIR,MTAPD,Grand Larceny,0,0
05/01/2023,SIR,MTAPD,Grand Larceny Auto,0,0
06/01/2023,MNR,MTAPD,Burglary,1,0.19
06/01/2023,MNR,MTAPD,Felony Assault,3,0.57
06/01/2023,MNR,MTAPD,Murder,0,0
06/01/2023,MNR,MTAPD,Rape,0,0
06/01/2023,MNR,MTAPD,Robbery,0,0
06/01/2023,MNR,MTAPD,Grand Larceny,5,0.95
06/01/2023,MNR,MTAPD,Grand Larceny Auto,2,0.38
06/01/2023,LIRR,MTAPD,Burglary,0,0
06/01/2023,LIRR,MTAPD,Felony Assault,3,0.52
06/01/2023,LIRR,MTAPD,Murder,0,0
06/01/2023,LIRR,MTAPD,Rape,0,0
06/01/2023,LIRR,MTAPD,Robbery,0,0
06/01/2023,LIRR,MTAPD,Grand Larceny,10,1.73
06/01/2023,LIRR,MTAPD,Grand Larceny Auto,0,0
06/01/2023,NYCT,NYPD,Burglary,0,0
06/01/2023,NYCT,NYPD,Felony Assault,54,0.43
06/01/2023,NYCT,NYPD,Murder,1,0.01
06/01/2023,NYCT,NYPD,Rape,1,0.01
06/01/2023,NYCT,NYPD,Robbery,40,0.32
06/01/2023,NYCT,NYPD,Grand Larceny,99,0.78
06/01/2023,SIR,MTAPD,Burglary,0,0
06/01/2023,SIR,MTAPD,Felony Assault,0,0
06/01/2023,SIR,MTAPD,Murder,0,0
06/01/2023,SIR,MTAPD,Rape,0,0
06/01/2023,SIR,MTAPD,Robbery,0,0
06/01/2023,SIR,MTAPD,Grand Larceny,0,0
06/01/2023,SIR,MTAPD,Grand Larceny Auto,0,0
07/01/2023,MNR,MTAPD,Burglary,2,0.4
07/01/2023,MNR,MTAPD,Felony Assault,4,0.81
07/01/2023,MNR,MTAPD,Murder,0,0
07/01/2023,MNR,MTAPD,Rape,0,0
07/01/2023,MNR,MTAPD,Robbery,2,0.4
07/01/2023,MNR,MTAPD,Grand Larceny,5,1.01
07/01/2023,MNR,MTAPD,Grand Larceny Auto,2,0.4
07/01/2023,LIRR,MTAPD,Burglary,0,0
07/01/2023,LIRR,MTAPD,Felony Assault,2,0.36
07/01/2023,LIRR,MTAPD,Murder,0,0
07/01/2023,LIRR,MTAPD,Rape,0,0
07/01/2023,LIRR,MTAPD,Robbery,1,0.18
07/01/2023,LIRR,MTAPD,Grand Larceny,3,0.54
07/01/2023,LIRR,MTAPD,Grand Larceny Auto,0,0
07/01/2023,NYCT,NYPD,Burglary,2,0.02
07/01/2023,NYCT,NYPD,Felony Assault,40,0.34
07/01/2023,NYCT,NYPD,Murder,0,0
07/01/2023,NYCT,NYPD,Rape,0,0
