Month,Agency,Police Force,Felony Type,Felony Count,Crimes per Million Riders
07/01/2023,NYCT,NYPD,Robbery,42,0.35
07/01/2023,NYCT,NYPD,Grand Larceny,88,0.74
07/01/2023,SIR,MTAPD,Burglary,0,0
07/01/2023,SIR,MTAPD,Felony Assault,0,0
07/01/2023,SIR,MTAPD,Murder,0,0
07/01/2023,SIR,MTAPD,Rape,0,0
07/01/2023,SIR,MTAPD,Robbery,0,0
07/01/2023,SIR,MTAPD,Grand Larceny,0,0
07/01/2023,SIR,MTAPD,Grand Larceny Auto,0,0
08/01/2023,MNR,MTAPD,Burglary,1,0.2
08/01/2023,MNR,MTAPD,Felony Assault,1,0.2
08/01/2023,MNR,MTAPD,Murder,0,0
08/01/2023,MNR,MTAPD,Rape,0,0
08/01/2023,MNR,MTAPD,Robbery,2,0.39
08/01/2023,MNR,MTAPD,Grand Larceny,7,1.37
08/01/2023,MNR,MTAPD,Grand Larceny Auto,1,0.2
08/01/2023,LIRR,MTAPD,Burglary,0,0
08/01/2023,LIRR,MTAPD,Felony Assault,4,0.68
08/01/2023,LIRR,MTAPD,Murder,0,0
08/01/2023,LIRR,MTAPD,Rape,0,0
08/01/2023,LIRR,MTAPD,Robbery,1,0.17
08/01/2023,LIRR,MTAPD,Grand Larceny,7,1.2
08/01/2023,LIRR,MTAPD,Grand Larceny Auto,0,0
08/01/2023,NYCT,NYPD,Burglary,1,0.01
08/01/2023,NYCT,NYPD,Felony Assault,42,0.34
08/01/2023,NYCT,NYPD,Murder,0,0
08/01/2023,NYCT,NYPD,Rape,0,0
08/01/2023,NYCT,NYPD,Robbery,47,0.38
08/01/2023,NYCT,NYPD,Grand Larceny,80,0.65
08/01/2023,SIR,MTAPD,Burglary,0,0
08/01/2023,SIR,MTAPD,Felony Assault,0,0
08/01/2023,SIR,MTAPD,Murder,0,0
08/01/2023,SIR,MTAPD,Rape,0,0
08/01/2023,SIR,MTAPD,Robbery,1,5.93
08/01/2023,SIR,MTAPD,Grand Larceny,1,5.93
08/01/2023,SIR,MTAPD,Grand Larceny Auto,0,0
09/01/2023,MNR,MTAPD,Burglary,0,0
09/01/2023,MNR,MTAPD,Felony Assault,5,1
09/01/2023,MNR,MTAPD,Murder,0,0
09/01/2023,MNR,MTAPD,Rape,0,0
09/01/2023,MNR,MTAPD,Robbery,0,0
09/01/2023,MNR,MTAPD,Grand Larceny,3,0.6
09/01/2023,MNR,MTAPD,Grand Larceny Auto,0,0
09/01/2023,LIRR,MTAPD,Burglary,1,0.18
09/01/2023,LIRR,MTAPD,Felony Assault,6,1.08
09/01/2023,LIRR,MTAPD,Murder,0,0
09/01/2023,LIRR,MTAPD,Rape,0,0
09/01/2023,LIRR,MTAPD,Robbery,3,0.54
09/01/2023,LIRR,MTAPD,Grand Larceny,9,1.62
09/01/2023,LIRR,MTAPD,Grand Larceny Auto,0,0
09/01/2023,NYCT,NYPD,Burglary,0,0
09/01/2023,NYCT,NYPD,Felony Assault,45,0.37
09/01/2023,NYCT,NYPD,Murder,0,0
09/01/2023,NYCT,NYPD,Rape,0,0
09/01/2023,NYCT,NYPD,Robbery,38,0.31
09/01/2023,NYCT,NYPD,Grand Larceny,92,0.75
09/01/2023,SIR,MTAPD,Burglary,0,0
09/01/2023,SIR,MTAPD,Felony Assault,0,0
09/01/2023,SIR,MTAPD,Murder,0,0
09/01/2023,SIR,MTAPD,Rape,0,0
09/01/2023,SIR,MTAPD,Robbery,0,0
09/01/2023,SIR,MTAPD,Grand Larceny,0,0
09/01/2023,SIR,MTAPD,Grand Larceny Auto,0,0
10/01/2023,MNR,MTAPD,Burglary,3,0.53
10/01/2023,MNR,MTAPD,Felony Assault,4,0.71
10/01/2023,MNR,MTAPD,Murder,0,0
10/01/2023,MNR,MTAPD,Rape,0,0
10/01/2023,MNR,MTAPD,Robbery,1,0.18
10/01/2023,MNR,MTAPD,Grand Larceny,8,1.42
10/01/2023,MNR,MTAPD,Grand Larceny Auto,1,0.18
10/01/2023,LIRR,MTAPD,Burglary,2,0.33
10/01/2023,LIRR,MTAPD,Felony Assault,2,0.33
10/01/2023,LIRR,MTAPD,Murder,0,0
10/01/2023,LIRR,MTAPD,Rape,0,0
10/01/2023,LIRR,MTAPD,Robbery,2,0.33
10/01/2023,LIRR,MTAPD,Grand Larceny,6,0.99
10/01/2023,LIRR,MTAPD,Grand Larceny Auto,0,0
10/01/2023,NYCT,NYPD,Burglary,2,0.02
10/01/2023,NYCT,NYPD,Felony Assault,54,0.41
10/01/2023,NYCT,NYPD,Murder,0,0
10/01/2023,NYCT,NYPD,Rape,0,0
10/01/2023,NYCT,NYPD,Robbery,45,0.34
10/01/2023,NYCT,NYPD,Grand Larceny,122,0.92
10/01/2023,SIR,MTAPD,Burglary,0,0
10/01/2023,SIR,MTAPD,Felony Assault,1,4.63
10/01/2023,SIR,MTAPD,Murder,0,0
10/01/2023,SIR,MTAPD,Rape,0,0
10/01/2023,SIR,MTAPD,Robbery,1,4.63
10/01/2023,SIR,MTAPD,Grand Larceny,0,0
10/01/2023,SIR,MTAPD,Grand Larceny Auto,0,0
11/01/2023,MNR,MTAPD,Burglary,0,0
11/01/2023,MNR,MTAPD,Felony Assault,1,0.18
11/01/2023,MNR,MTAPD,Murder,0,0
11/01/2023,MNR,MTAPD,Rape,0,0
11/01/2023,MNR,MTAPD,Robbery,3,0.55
11/01/2023,MNR,MTAPD,Grand Larceny,2,0.37
11/01/2023,MNR,MTAPD,Grand Larceny Auto,0,0
11/01/2023,LIRR,MTAPD,Burglary,1,0.17
11/01/2023,LIRR,MTAPD,Felony Assault,4,0.68
11/01/2023,LIRR,MTAPD,Murder,0,0
11/01/2023,LIRR,MTAPD,Rape,0,0
11/01/2023,LIRR,MTAPD,Robbery,3,0.51
11/01/2023,LIRR,MTAPD,Grand Larceny,7,1.2
11/01/2023,LIRR,MTAPD,Grand Larceny Auto,1,0.17
11/01/2023,NYCT,NYPD,Burglary,1,0.01
11/01/2023,NYCT,NYPD,Felony Assault,52,0.42
11/01/2023,NYCT,NYPD,Murder,0,0
11/01/2023,NYCT,NYPD,Rape,0,0
11/01/2023,NYCT,NYPD,Robbery,60,0.48
11/01/2023,NYCT,NYPD,Grand Larceny,115,0.92
11/01/2023,SIR,MTAPD,Burglary,0,0
11/01/2023,SIR,MTAPD,Felony Assault,3,14.91
11/01/2023,SIR,MTAPD,Murder,0,0
11/01/2023,SIR,MTAPD,Rape,0,0
11/01/2023,SIR,MTAPD,Robbery,1,4.97
11/01/2023,SIR,MTAPD,Grand Larceny,0,0
11/01/2023,SIR,MTAPD,Grand Larceny Auto,0,0
12/01/2023,MNR,MTAPD,Burglary,1,0.19
12/01/2023,MNR,MTAPD,Felony Assault,6,1.12
12/01/2023,MNR,MTAPD,Murder,0,0
12/01/2023,MNR,MTAPD,Rape,0,0
12/01/2023,MNR,MTAPD,Robbery,1,0.19
12/01/2023,MNR,MTAPD,Grand Larceny,7,1.31
12/01/2023,MNR,MTAPD,Grand Larceny Auto,0,0
12/01/2023,LIRR,MTAPD,Burglary,2,0.34
12/01/2023,LIRR,MTAPD,Felony Assault,5,0.86
12/01/2023,LIRR,MTAPD,Murder,0,0
12/01/2023,LIRR,MTAPD,Rape,0,0
12/01/2023,LIRR,MTAPD,Robbery,2,0.34
12/01/2023,LIRR,MTAPD,Grand Larceny,6,1.03
12/01/2023,LIRR,MTAPD,Grand Larceny Auto,0,0
12/01/2023,NYCT,NYPD,Burglary,2,0.02
12/01/2023,NYCT,NYPD,Felony Assault,37,0.31
12/01/2023,NYCT,NYPD,Murder,0,0
12/01/2023,NYCT,NYPD,Rape,1,0.01
12/01/2023,NYCT,NYPD,Robbery,42,0.35
12/01/2023,NYCT,NYPD,Grand Larceny,109,0.91
12/01/2023,SIR,MTAPD,Burglary,0,0
12/01/2023,SIR,MTAPD,Felony Assault,0,0
12/01/2023,SIR,MTAPD,Murder,0,0
12/01/2023,SIR,MTAPD,Rape,0,0
12/01/2023,SIR,MTAPD,Robbery,0,0
12/01/2023,SIR,MTAPD,Grand Larceny,0,0
12/01/2023,SIR,MTAPD,Grand Larceny Auto,0,0
01/01/2024,MNR,MTAPD,Burglary,0,0
01/01/2024,MNR,MTAPD,Felony Assault,6,1.2
01/01/2024,MNR,MTAPD,Murder,0,0
01/01/2024,MNR,MTAPD,Rape,0,0
01/01/2024,MNR,MTAPD,Robbery,1,0.2
01/01/2024,MNR,MTAPD,Grand Larceny,7,1.4
01/01/2024,MNR,MTAPD,Grand Larceny Auto,0,0
01/01/2024,LIRR,MTAPD,Burglary,1,0.18
01/01/2024,LIRR,MTAPD,Felony Assault,6,1.09
01/01/2024,LIRR,MTAPD,Murder,0,0
01/01/2024,LIRR,MTAPD,Rape,0,0
01/01/2024,LIRR,MTAPD,Robbery,2,0.36
01/01/2024,LIRR,MTAPD,Grand Larceny,6,1.09
01/01/2024,LIRR,MTAPD,Grand Larceny Auto,1,0.18
01/01/2024,NYCT,NYPD,Burglary,2,0.02
01/01/2024,NYCT,NYPD,Felony Assault,55,0.47
01/01/2024,NYCT,NYPD,Murder,1,0.01
01/01/2024,NYCT,NYPD,Rape,0,0
01/01/2024,NYCT,NYPD,Robbery,52,0.45
01/01/2024,NYCT,NYPD,Grand Larceny,113,0.97
01/01/2024,SIR,MTAPD,Burglary,0,0
01/01/2024,SIR,MTAPD,Felony Assault,0,0
01/01/2024,SIR,MTAPD,Murder,0,0
01/01/2024,SIR,MTAPD,Rape,0,0
01/01/2024,SIR,MTAPD,Robbery,1,5.26
01/01/2024,SIR,MTAPD,Grand Larceny,0,0
01/01/2024,SIR,MTAPD,Grand Larceny Auto,0,0
02/01/2024,MNR,MTAPD,Burglary,0,0
02/01/2024,MNR,MTAPD,Felony Assault,3,0.64
02/01/2024,MNR,MTAPD,Murder,0,0
02/01/2024,MNR,MTAPD,Rape,0,0
02/01/2024,MNR,MTAPD,Robbery,2,0.42
02/01/2024,MNR,MTAPD,Grand Larceny,8,1.7
02/01/2024,MNR,MTAPD,Grand Larceny Auto,0,0
02/01/2024,LIRR,MTAPD,Burglary,2,0.38
02/01/2024,LIRR,MTAPD,Felony Assault,3,0.56
02/01/2024,LIRR,MTAPD,Murder,0,0
02/01/2024,LIRR,MTAPD,Rape,0,0
02/01/2024,LIRR,MTAPD,Robbery,1,0.19
02/01/2024,LIRR,MTAPD,Grand Larceny,7,1.31
02/01/2024,LIRR,MTAPD,Grand Larceny Auto,0,0
02/01/2024,NYCT,NYPD,Burglary,2,0.02
02/01/2024,NYCT,NYPD,Felony Assault,35,0.3
02/01/2024,NYCT,NYPD,Murder,2,0.02
02/01/2024,NYCT,NYPD,Rape,1,0.01
02/01/2024,NYCT,NYPD,Robbery,38,0.33
02/01/2024,NYCT,NYPD,Grand Larceny,70,0.61
02/01/2024,SIR,MTAPD,Burglary,0,0
02/01/2024,SIR,MTAPD,Felony Assault,0,0
02/01/2024,SIR,MTAPD,Murder,0,0
02/01/2024,SIR,MTAPD,Rape,0,0
02/01/2024,SIR,MTAPD,Robbery,1,5.67
02/01/2024,SIR,MTAPD,Grand Larceny,1,5.67
02/01/2024,SIR,MTAPD,Grand Larceny Auto,0,0
03/01/2024,MNR,MTAPD,Burglary,0,
03/01/2024,MNR,MTAPD,Felony Assault,8,
03/01/2024,MNR,MTAPD,Murder,0,
03/01/2024,MNR,MTAPD,Rape,0,
03/01/2024,MNR,MTAPD,Robbery,3,
03/01/2024,MNR,MTAPD,Grand Larceny,6,
03/01/2024,MNR,MTAPD,Grand Larceny Auto,0,
03/01/2024,LIRR,MTAPD,Burglary,1,
03/01/2024,LIRR,MTAPD,Felony Assault,7,
03/01/2024,LIRR,MTAPD,Murder,0,
03/01/2024,LIRR,MTAPD,Rape,0,
03/01/2024,LIRR,MTAPD,Robbery,1,
03/01/2024,LIRR,MTAPD,Grand Larceny,1,
03/01/2024,LIRR,MTAPD,Grand Larceny Auto,1,
03/01/2024,NYCT,NYPD,Burglary,0,
03/01/2024,NYCT,NYPD,Felony Assault,49,
03/01/2024,NYCT,NYPD,Murder,1,
03/01/2024,NYCT,NYPD,Rape,1,
03/01/2024,NYCT,NYPD,Robbery,26,
03/01/2024,NYCT,NYPD,Grand Larceny,89,
03/01/2024,SIR,MTAPD,Burglary,0,
03/01/2024,SIR,MTAPD,Felony Assault,2,
03/01/2024,SIR,MTAPD,Murder,0,
03/01/2024,SIR,MTAPD,Rape,0,
03/01/2024,SIR,MTAPD,Robbery,0,
03/01/2024,SIR,MTAPD,Grand Larceny,0,
03/01/2024,SIR,MTAPD,Grand Larceny Auto,0,
04/01/2024,MNR,MTAPD,Burglary,3,
04/01/2024,MNR,MTAPD,Felony Assault,6,
04/01/2024,MNR,MTAPD,Murder,0,
04/01/2024,MNR,MTAPD,Rape,0,
04/01/2024,MNR,MTAPD,Robbery,0,
04/01/2024,MNR,MTAPD,Grand Larceny,5,
04/01/2024,MNR,MTAPD,Grand Larceny Auto,0,
04/01/2024,LIRR,MTAPD,Burglary,0,
04/01/2024,LIRR,MTAPD,Felony Assault,5,
04/01/2024,LIRR,MTAPD,Murder,0,
04/01/2024,LIRR,MTAPD,Rape,0,
04/01/2024,LIRR,MTAPD,Robbery,2,
04/01/2024,LIRR,MTAPD,Grand Larceny,5,
04/01/2024,LIRR,MTAPD,Grand Larceny Auto,1,
04/01/2024,NYCT,NYPD,Burglary,1,
04/01/2024,NYCT,NYPD,Felony Assault,28,
04/01/2024,NYCT,NYPD,Murder,0,
04/01/2024,NYCT,NYPD,Rape,0,
04/01/2024,NYCT,NYPD,Robbery,21,
04/01/2024,NYCT,NYPD,Grand Larceny,84,
04/01/2024,NYCT,NYPD,Grand Larceny Auto,0,
04/01/2024,SIR,MTAPD,Burglary,0,
04/01/2024,SIR,MTAPD,Felony Assault,2,
04/01/2024,SIR,MTAPD,Murder,0,
04/01/2024,SIR,MTAPD,Rape,0,
04/01/2024,SIR,MTAPD,Robbery,0,
04/01/2024,SIR,MTAPD,Grand Larceny,1,
04/01/2024,SIR,MTAPD,Grand Larceny Auto,0,
05/01/2024,MNR,MTAPD,Burglary,4,
05/01/2024,MNR,MTAPD,Felony Assault,3,
05/01/2024,MNR,MTAPD,Murder,0,
05/01/2024,MNR,MTAPD,Rape,0,
05/01/2024,MNR,MTAPD,Robbery,1,
05/01/2024,MNR,MTAPD,Grand Larceny,9,
05/01/2024,MNR,MTAPD,Grand Larceny Auto,0,
05/01/2024,LIRR,MTAPD,Burglary,5,
05/01/2024,LIRR,MTAPD,Felony Assault,6,
05/01/2024,LIRR,MTAPD,Murder,0,
05/01/2024,LIRR,MTAPD,Rape,0,
05/01/2024,LIRR,MTAPD,Robbery,1,
05/01/2024,LIRR,MTAPD,Grand Larceny,5,
05/01/2024,LIRR,MTAPD,Grand Larceny Auto,1,
05/01/2024,NYCT,NYPD,Burglary,1,
05/01/2024,NYCT,NYPD,Felony Assault,41,
05/01/2024,NYCT,NYPD,Murder,0,
05/01/2024,NYCT,NYPD,Rape,0,
05/01/2024,NYCT,NYPD,Robbery,41,
05/01/2024,NYCT,NYPD,Grand Larceny,95,
05/01/2024,NYCT,NYPD,Grand Larceny Auto,0,
